# StainedGlass Shader Profiler
# Configuration: Dynamic
# BoidCount: 500
# GPU: Apple M2
# CPU: Apple M2
# RAM_MB: 16384
# UnityVersion: 6000.3.8f1
# Recorded: 2026-04-27 15:58:47
Frame,GPU_ms,RenderThread_ms,BoidCount,Configuration,IsolationActive
320,2.189,0.000,500,Dynamic,0
321,2.294,0.000,500,Dynamic,0
322,2.127,0.000,500,Dynamic,0
323,2.150,0.000,500,Dynamic,0
324,2.242,0.000,500,Dynamic,0
325,2.246,0.000,500,Dynamic,0
326,2.250,0.000,500,Dynamic,0
327,2.253,0.000,500,Dynamic,0
328,2.259,0.000,500,Dynamic,0
329,3.109,0.000,500,Dynamic,0
330,2.904,0.000,500,Dynamic,0
331,2.688,0.000,500,Dynamic,0
332,2.588,0.000,500,Dynamic,0
333,2.529,0.000,500,Dynamic,0
334,2.490,0.000,500,Dynamic,0
335,2.587,0.000,500,Dynamic,0
336,2.655,0.000,500,Dynamic,0
337,2.719,0.000,500,Dynamic,0
338,2.494,0.000,500,Dynamic,0
339,2.428,0.000,500,Dynamic,0
340,2.394,0.000,500,Dynamic,0
341,2.539,0.000,500,Dynamic,0
342,2.645,0.000,500,Dynamic,0
343,2.682,0.000,500,Dynamic,0
344,2.645,0.000,500,Dynamic,0
345,2.268,0.000,500,Dynamic,0
346,2.287,0.000,500,Dynamic,0
347,2.294,0.000,500,Dynamic,0
348,2.343,0.000,500,Dynamic,0
349,2.335,0.000,500,Dynamic,0
350,2.327,0.000,500,Dynamic,0
351,2.275,0.000,500,Dynamic,0
352,2.234,0.000,500,Dynamic,0
353,2.182,0.000,500,Dynamic,0
354,2.340,0.000,500,Dynamic,0
355,2.323,0.000,500,Dynamic,0
356,2.302,0.000,500,Dynamic,0
357,2.230,0.000,500,Dynamic,0
358,2.184,0.000,500,Dynamic,0
359,2.175,0.000,500,Dynamic,0
360,2.205,0.000,500,Dynamic,0
361,2.301,0.000,500,Dynamic,0
362,2.288,0.000,500,Dynamic,0
363,2.179,0.000,500,Dynamic,0
364,2.123,0.000,500,Dynamic,0
365,2.128,0.000,500,Dynamic,0
366,2.194,0.000,500,Dynamic,0
367,2.205,0.000,500,Dynamic,0
368,2.198,0.000,500,Dynamic,0
369,1.945,0.000,500,Dynamic,0
370,1.947,0.000,500,Dynamic,0
371,1.995,0.000,500,Dynamic,0
372,2.125,0.000,500,Dynamic,0
373,2.158,0.000,500,Dynamic,0
374,2.167,0.000,500,Dynamic,0
375,2.137,0.000,500,Dynamic,0
376,2.117,0.000,500,Dynamic,0
377,1.939,0.000,500,Dynamic,0
378,2.220,0.000,500,Dynamic,0
379,2.253,0.000,500,Dynamic,0
380,2.256,0.000,500,Dynamic,0
381,2.195,0.000,500,Dynamic,0
382,2.156,0.000,500,Dynamic,0
383,2.128,0.000,500,Dynamic,0
384,2.172,0.000,500,Dynamic,0
385,2.295,0.000,500,Dynamic,0
386,2.274,0.000,500,Dynamic,0
387,2.166,0.000,500,Dynamic,0
388,2.112,0.000,500,Dynamic,0
389,2.080,0.000,500,Dynamic,0
390,2.145,0.000,500,Dynamic,0
391,2.161,0.000,500,Dynamic,0
392,2.178,0.000,500,Dynamic,0
393,1.970,0.000,500,Dynamic,0
394,1.957,0.000,500,Dynamic,0
395,1.957,0.000,500,Dynamic,0
396,2.096,0.000,500,Dynamic,0
397,2.136,0.000,500,Dynamic,0
398,2.164,0.000,500,Dynamic,0
399,2.183,0.000,500,Dynamic,0
400,2.154,0.000,500,Dynamic,0
401,1.947,0.000,500,Dynamic,0
402,2.203,0.000,500,Dynamic,0
403,2.236,0.000,500,Dynamic,0
404,2.250,0.000,500,Dynamic,0
405,2.259,0.000,500,Dynamic,0
406,2.242,0.000,500,Dynamic,0
407,2.201,0.000,500,Dynamic,0
408,2.238,0.000,500,Dynamic,0
409,2.300,0.000,500,Dynamic,0
410,2.294,0.000,500,Dynamic,0
411,2.293,0.000,500,Dynamic,0
412,2.292,0.000,500,Dynamic,0
413,2.214,0.000,500,Dynamic,0
414,2.261,0.000,500,Dynamic,0
415,2.267,0.000,500,Dynamic,0
416,2.272,0.000,500,Dynamic,0
417,2.304,0.000,500,Dynamic,0
418,2.304,0.000,500,Dynamic,0
419,2.284,0.000,500,Dynamic,0
420,2.356,0.000,500,Dynamic,0
421,2.342,0.000,500,Dynamic,0
422,2.335,0.000,500,Dynamic,0
423,2.320,0.000,500,Dynamic,0
424,2.318,0.000,500,Dynamic,0
425,2.297,0.000,500,Dynamic,0
426,2.581,0.000,500,Dynamic,0
427,2.525,0.000,500,Dynamic,0
428,2.469,0.000,500,Dynamic,0
429,2.434,0.000,500,Dynamic,0
430,2.412,0.000,500,Dynamic,0
431,2.396,0.000,500,Dynamic,0
432,2.501,0.000,500,Dynamic,0
433,2.798,0.000,500,Dynamic,0
434,2.533,0.000,500,Dynamic,0
435,2.447,0.000,500,Dynamic,0
436,2.406,0.000,500,Dynamic,0
437,2.378,0.000,500,Dynamic,0
438,2.513,0.000,500,Dynamic,0
439,2.550,0.000,500,Dynamic,0
440,2.520,0.000,500,Dynamic,0
441,2.287,0.000,500,Dynamic,0
442,2.284,0.000,500,Dynamic,0
443,2.284,0.000,500,Dynamic,0
444,2.522,0.000,500,Dynamic,0
445,2.641,0.000,500,Dynamic,0
446,2.650,0.000,500,Dynamic,0
447,2.594,0.000,500,Dynamic,0
448,2.554,0.000,500,Dynamic,0
449,2.283,0.000,500,Dynamic,0
450,2.753,0.000,500,Dynamic,0
451,2.904,0.000,500,Dynamic,0
452,2.786,0.000,500,Dynamic,0
453,2.689,0.000,500,Dynamic,0
454,2.625,0.000,500,Dynamic,0
455,2.586,0.000,500,Dynamic,0
456,2.663,0.000,500,Dynamic,0
457,3.045,0.000,500,Dynamic,0
458,2.813,0.000,500,Dynamic,0
459,2.633,0.000,500,Dynamic,0
460,2.547,0.000,500,Dynamic,0
461,2.511,0.000,500,Dynamic,0
462,2.630,0.000,500,Dynamic,0
463,2.659,0.000,500,Dynamic,0
464,2.614,0.000,500,Dynamic,0
465,2.292,0.000,500,Dynamic,0
466,2.283,0.000,500,Dynamic,0
467,2.291,0.000,500,Dynamic,0
468,2.340,0.000,500,Dynamic,0
469,2.325,0.000,500,Dynamic,0
470,2.320,0.000,500,Dynamic,0
471,2.313,0.000,500,Dynamic,0
472,2.310,0.000,500,Dynamic,0
473,2.296,0.000,500,Dynamic,0
474,2.395,0.000,500,Dynamic,0
475,2.352,0.000,500,Dynamic,0
476,2.338,0.000,500,Dynamic,0
477,2.322,0.000,500,Dynamic,0
478,2.313,0.000,500,Dynamic,0
479,2.293,0.000,500,Dynamic,0
480,2.321,0.000,500,Dynamic,0
481,2.294,0.000,500,Dynamic,0
482,2.291,0.000,500,Dynamic,0
483,2.287,0.000,500,Dynamic,0
484,2.281,0.000,500,Dynamic,0
485,2.272,0.000,500,Dynamic,0
486,2.300,0.000,500,Dynamic,0
487,2.299,0.000,500,Dynamic,0
488,2.297,0.000,500,Dynamic,0
489,2.275,0.000,500,Dynamic,0
490,2.284,0.000,500,Dynamic,0
491,2.245,0.000,500,Dynamic,0
492,2.217,0.000,500,Dynamic,0
493,2.232,0.000,500,Dynamic,0
494,2.242,0.000,500,Dynamic,0
495,2.250,0.000,500,Dynamic,0
496,2.255,0.000,500,Dynamic,0
497,2.059,0.000,500,Dynamic,0
498,2.065,0.000,500,Dynamic,0
499,2.227,0.000,500,Dynamic,0
500,2.238,0.000,500,Dynamic,0
501,2.249,0.000,500,Dynamic,0
502,2.257,0.000,500,Dynamic,0
503,2.231,0.000,500,Dynamic,0
504,2.211,0.000,500,Dynamic,0
505,2.501,0.000,500,Dynamic,0
506,2.381,0.000,500,Dynamic,0
507,2.348,0.000,500,Dynamic,0
508,2.335,0.000,500,Dynamic,0
509,2.298,0.000,500,Dynamic,0
510,2.245,0.000,500,Dynamic,0
511,2.284,0.000,500,Dynamic,0
512,2.283,0.000,500,Dynamic,0
513,2.286,0.000,500,Dynamic,0
514,2.295,0.000,500,Dynamic,0
515,2.229,0.000,500,Dynamic,0
516,2.153,0.000,500,Dynamic,0
517,2.220,0.000,500,Dynamic,0
518,2.230,0.000,500,Dynamic,0
519,2.239,0.000,500,Dynamic,0
520,2.246,0.000,500,Dynamic,0
521,2.167,0.000,500,Dynamic,0
522,2.050,0.000,500,Dynamic,0
523,2.132,0.000,500,Dynamic,0
524,2.179,0.000,500,Dynamic,0
525,2.204,0.000,500,Dynamic,0
526,2.223,0.000,500,Dynamic,0
527,2.233,0.000,500,Dynamic,0
528,2.199,0.000,500,Dynamic,0
529,4.289,0.000,500,Dynamic,0
530,3.656,0.000,500,Dynamic,0
531,3.243,0.000,500,Dynamic,0
532,3.023,0.000,500,Dynamic,0
533,2.896,0.000,500,Dynamic,0
534,2.751,0.000,500,Dynamic,0
535,2.709,0.000,500,Dynamic,0
536,2.657,0.000,500,Dynamic,0
537,2.287,0.000,500,Dynamic,0
538,2.224,0.000,500,Dynamic,0
539,2.130,0.000,500,Dynamic,0
540,2.076,0.000,500,Dynamic,0
541,2.160,0.000,500,Dynamic,0
542,2.183,0.000,500,Dynamic,0
543,2.198,0.000,500,Dynamic,0
544,2.190,0.000,500,Dynamic,0
545,1.959,0.000,500,Dynamic,0
546,1.957,0.000,500,Dynamic,0
547,2.133,0.000,500,Dynamic,0
548,2.173,0.000,500,Dynamic,0
549,2.199,0.000,500,Dynamic,0
550,2.206,0.000,500,Dynamic,0
551,2.168,0.000,500,Dynamic,0
552,2.138,0.000,500,Dynamic,0
553,2.190,0.000,500,Dynamic,0
554,2.238,0.000,500,Dynamic,0
555,2.260,0.000,500,Dynamic,0
556,2.268,0.000,500,Dynamic,0
557,2.208,0.000,500,Dynamic,0
558,2.162,0.000,500,Dynamic,0
559,2.167,0.000,500,Dynamic,0
560,2.188,0.000,500,Dynamic,0
