# StainedGlass Shader Profiler
# Configuration: Hybrid
# BoidCount: 500
# GPU: Apple M2
# CPU: Apple M2
# RAM_MB: 16384
# UnityVersion: 6000.3.8f1
# Recorded: 2026-04-27 15:50:04
Frame,GPU_ms,RenderThread_ms,BoidCount,Configuration,IsolationActive
358,3.799,0.000,500,Hybrid,0
359,3.664,0.000,500,Hybrid,0
360,3.787,0.000,500,Hybrid,0
361,4.585,0.000,500,Hybrid,0
362,4.279,0.000,500,Hybrid,0
363,4.270,0.000,500,Hybrid,0
364,4.060,0.000,500,Hybrid,0
365,4.306,0.000,500,Hybrid,0
366,4.339,0.000,500,Hybrid,0
367,4.313,0.000,500,Hybrid,0
368,4.310,0.000,500,Hybrid,0
369,6.570,0.000,500,Hybrid,0
370,8.070,0.000,500,Hybrid,0
371,7.462,0.000,500,Hybrid,0
372,7.621,0.000,500,Hybrid,0
373,6.994,0.000,500,Hybrid,0
374,6.374,0.000,500,Hybrid,0
375,5.812,0.000,500,Hybrid,0
376,5.463,0.000,500,Hybrid,0
377,2.019,0.000,500,Hybrid,0
378,2.664,0.000,500,Hybrid,0
379,2.704,0.000,500,Hybrid,0
380,2.720,0.000,500,Hybrid,0
381,2.626,0.000,500,Hybrid,0
382,2.600,0.000,500,Hybrid,0
383,2.712,0.000,500,Hybrid,0
384,2.724,0.000,500,Hybrid,0
385,2.307,0.000,500,Hybrid,0
386,2.390,0.000,500,Hybrid,0
387,2.481,0.000,500,Hybrid,0
388,2.639,0.000,500,Hybrid,0
389,2.636,0.000,500,Hybrid,0
390,2.571,0.000,500,Hybrid,0
391,2.547,0.000,500,Hybrid,0
392,2.579,0.000,500,Hybrid,0
393,2.844,0.000,500,Hybrid,0
394,2.770,0.000,500,Hybrid,0
395,2.519,0.000,500,Hybrid,0
396,2.460,0.000,500,Hybrid,0
397,2.608,0.000,500,Hybrid,0
398,2.687,0.000,500,Hybrid,0
399,2.641,0.000,500,Hybrid,0
400,2.561,0.000,500,Hybrid,0
401,2.183,0.000,500,Hybrid,0
