# StainedGlass Shader Profiler
# ShaderMode: Static
# BoidCount: 1000
# RecordingDuration_s: 30
# GPU: Apple M2
# CPU: Apple M2
# RAM_MB: 16384
# UnityVersion: 6000.3.8f1
# Recorded: 2026-05-13 12:26:08
Frame,PhaseTime_s,GPU_ms,RenderThread_ms,BoidCount,ShaderMode
31,0.0073,1.010,0.000,1000,Static
32,0.0100,1.012,0.000,1000,Static
33,0.0123,1.365,0.000,1000,Static
34,0.0147,1.169,0.000,1000,Static
35,0.0173,1.109,0.000,1000,Static
36,0.0196,1.076,0.000,1000,Static
37,0.0219,1.078,0.000,1000,Static
38,0.0241,1.125,0.000,1000,Static
39,0.0264,1.128,0.000,1000,Static
40,0.0288,1.131,0.000,1000,Static
41,0.0310,1.158,0.000,1000,Static
42,0.0334,1.150,0.000,1000,Static
43,0.0357,1.138,0.000,1000,Static
44,0.0381,1.152,0.000,1000,Static
45,0.0406,1.268,0.000,1000,Static
46,0.0429,1.247,0.000,1000,Static
47,0.0452,1.234,0.000,1000,Static
48,0.0474,1.224,0.000,1000,Static
49,0.0497,1.155,0.000,1000,Static
50,0.0519,1.155,0.000,1000,Static
51,0.0541,1.184,0.000,1000,Static
52,0.0566,1.331,0.000,1000,Static
53,0.0589,1.366,0.000,1000,Static
54,0.0616,1.384,0.000,1000,Static
55,0.0639,1.394,0.000,1000,Static
56,0.0665,1.365,0.000,1000,Static
57,0.0690,0.079,0.000,1000,Static
58,0.0713,1.200,0.000,1000,Static
59,0.0736,1.382,0.000,1000,Static
60,0.0758,1.402,0.000,1000,Static
61,0.0782,1.413,0.000,1000,Static
62,0.0804,1.426,0.000,1000,Static
63,0.0829,1.436,0.000,1000,Static
64,0.0851,1.439,0.000,1000,Static
65,0.0874,1.554,0.000,1000,Static
66,0.0896,2.001,0.000,1000,Static
67,0.0919,2.001,0.000,1000,Static
68,0.0941,2.001,0.000,1000,Static
69,0.0965,1.938,0.000,1000,Static
70,0.0987,1.859,0.000,1000,Static
71,0.1010,1.808,0.000,1000,Static
72,0.1033,1.768,0.000,1000,Static
73,0.1055,2.336,0.000,1000,Static
74,0.1077,2.176,0.000,1000,Static
75,0.1101,2.118,0.000,1000,Static
76,0.1125,2.088,0.000,1000,Static
77,0.1147,2.077,0.000,1000,Static
78,0.1173,2.063,0.000,1000,Static
79,0.1195,2.041,0.000,1000,Static
80,0.1217,2.028,0.000,1000,Static
81,0.1241,2.327,0.000,1000,Static
82,0.1264,2.161,0.000,1000,Static
83,0.1288,2.106,0.000,1000,Static
84,0.1311,2.080,0.000,1000,Static
85,0.1334,2.064,0.000,1000,Static
86,0.1358,2.053,0.000,1000,Static
87,0.1382,1.963,0.000,1000,Static
88,0.1405,1.858,0.000,1000,Static
89,0.1428,0.991,0.000,1000,Static
90,0.1450,0.988,0.000,1000,Static
91,0.1473,0.985,0.000,1000,Static
92,0.1495,0.990,0.000,1000,Static
93,0.1518,0.988,0.000,1000,Static
94,0.1540,0.987,0.000,1000,Static
95,0.1564,1.031,0.000,1000,Static
96,0.1589,1.026,0.000,1000,Static
97,0.1611,0.986,0.000,1000,Static
98,0.1633,0.983,0.000,1000,Static
99,0.1655,0.991,0.000,1000,Static
100,0.1679,0.990,0.000,1000,Static
101,0.1703,0.987,0.000,1000,Static
102,0.1726,1.013,0.000,1000,Static
103,0.1748,1.033,0.000,1000,Static
104,0.1773,1.047,0.000,1000,Static
105,0.1796,0.987,0.000,1000,Static
106,0.1818,0.993,0.000,1000,Static
107,0.1841,0.988,0.000,1000,Static
108,0.1864,0.987,0.000,1000,Static
109,0.1886,1.020,0.000,1000,Static
110,0.1908,1.042,0.000,1000,Static
111,0.1932,1.056,0.000,1000,Static
112,0.1954,1.067,0.000,1000,Static
113,0.1978,1.147,0.000,1000,Static
114,0.2001,1.135,0.000,1000,Static
115,0.2024,1.086,0.000,1000,Static
116,0.2048,1.096,0.000,1000,Static
117,0.2071,1.173,0.000,1000,Static
118,0.2093,1.169,0.000,1000,Static
119,0.2115,1.167,0.000,1000,Static
120,0.2137,1.164,0.000,1000,Static
121,0.2165,1.145,0.000,1000,Static
122,0.2190,1.145,0.000,1000,Static
123,0.2213,1.146,0.000,1000,Static
124,0.2235,1.300,0.000,1000,Static
125,0.2259,1.331,0.000,1000,Static
126,0.2283,1.352,0.000,1000,Static
127,0.2308,1.323,0.000,1000,Static
128,0.2334,1.302,0.000,1000,Static
129,0.2358,1.155,0.000,1000,Static
130,0.2386,1.184,0.000,1000,Static
131,0.2413,1.317,0.000,1000,Static
132,0.2441,1.352,0.000,1000,Static
133,0.2467,1.379,0.000,1000,Static
134,0.2494,1.404,0.000,1000,Static
135,0.2520,1.412,0.000,1000,Static
136,0.2547,1.382,0.000,1000,Static
137,0.2576,2.360,0.000,1000,Static
138,0.2602,2.190,0.000,1000,Static
139,0.2689,2.019,0.000,1000,Static
140,0.2727,1.885,0.000,1000,Static
141,0.2759,1.806,0.000,1000,Static
142,0.2790,1.753,0.000,1000,Static
143,0.2821,1.789,0.000,1000,Static
144,0.2850,1.818,0.000,1000,Static
145,0.2878,2.036,0.000,1000,Static
146,0.2903,2.190,0.000,1000,Static
147,0.2927,2.136,0.000,1000,Static
148,0.2953,2.106,0.000,1000,Static
149,0.2980,2.089,0.000,1000,Static
150,0.3007,2.077,0.000,1000,Static
151,0.3033,2.069,0.000,1000,Static
152,0.3060,2.063,0.000,1000,Static
153,0.3086,2.020,0.000,1000,Static
154,0.3113,2.021,0.000,1000,Static
155,0.3139,2.021,0.000,1000,Static
156,0.3167,2.020,0.000,1000,Static
157,0.3191,2.020,0.000,1000,Static
158,0.3217,2.020,0.000,1000,Static
159,0.3242,2.066,0.000,1000,Static
160,0.3266,2.060,0.000,1000,Static
161,0.3291,2.016,0.000,1000,Static
162,0.3318,2.023,0.000,1000,Static
163,0.3342,2.021,0.000,1000,Static
164,0.3369,2.023,0.000,1000,Static
165,0.3394,2.089,0.000,1000,Static
166,0.3421,2.077,0.000,1000,Static
167,0.3448,2.068,0.000,1000,Static
168,0.3474,2.065,0.000,1000,Static
169,0.3498,2.021,0.000,1000,Static
170,0.3524,2.016,0.000,1000,Static
171,0.3549,2.015,0.000,1000,Static
172,0.3577,2.098,0.000,1000,Static
173,0.3602,2.084,0.000,1000,Static
174,0.3627,2.073,0.000,1000,Static
175,0.3653,2.079,0.000,1000,Static
176,0.3679,2.072,0.000,1000,Static
177,0.3708,2.022,0.000,1000,Static
178,0.3735,2.170,0.000,1000,Static
179,0.3764,2.117,0.000,1000,Static
180,0.3795,2.088,0.000,1000,Static
181,0.3824,2.103,0.000,1000,Static
182,0.3855,2.088,0.000,1000,Static
183,0.3886,2.077,0.000,1000,Static
184,0.3916,2.112,0.000,1000,Static
185,0.3946,2.020,0.000,1000,Static
186,0.3975,2.026,0.000,1000,Static
187,0.4003,2.024,0.000,1000,Static
188,0.4033,2.022,0.000,1000,Static
189,0.4060,2.022,0.000,1000,Static
190,0.4091,2.063,0.000,1000,Static
191,0.4117,2.057,0.000,1000,Static
192,0.4144,2.054,0.000,1000,Static
193,0.4175,2.000,0.000,1000,Static
194,0.4205,2.000,0.000,1000,Static
195,0.4233,2.005,0.000,1000,Static
196,0.4261,2.007,0.000,1000,Static
197,0.4287,2.007,0.000,1000,Static
198,0.4312,2.006,0.000,1000,Static
199,0.4340,2.007,0.000,1000,Static
200,0.4368,2.007,0.000,1000,Static
201,0.4394,2.013,0.000,1000,Static
202,0.4421,2.008,0.000,1000,Static
203,0.4449,2.007,0.000,1000,Static
204,0.4474,2.007,0.000,1000,Static
205,0.4498,2.006,0.000,1000,Static
206,0.4527,2.006,0.000,1000,Static
207,0.4554,2.005,0.000,1000,Static
208,0.4583,2.046,0.000,1000,Static
209,0.4607,2.011,0.000,1000,Static
210,0.4635,2.008,0.000,1000,Static
211,0.4665,2.006,0.000,1000,Static
212,0.4695,2.010,0.000,1000,Static
213,0.4724,2.012,0.000,1000,Static
214,0.4755,2.070,0.000,1000,Static
215,0.4787,2.062,0.000,1000,Static
216,0.4818,2.058,0.000,1000,Static
217,0.4850,2.028,0.000,1000,Static
218,0.4883,2.020,0.000,1000,Static
219,0.4915,2.129,0.000,1000,Static
220,0.4945,2.101,0.000,1000,Static
221,0.4978,2.084,0.000,1000,Static
222,0.5009,2.071,0.000,1000,Static
223,0.5037,2.061,0.000,1000,Static
