# StainedGlass Shader Profiler
# Shader filter: StainedGlassMat2
# Recorded: 4/20/2026 4:09:50 PM
Frame,GPU_ms,RenderThread_ms,IsolationActive
151,2.037,0.000,0
152,2.000,0.000,0
153,1.972,0.000,0
154,2.137,0.000,0
155,2.198,0.000,0
156,2.225,0.000,0
157,2.187,0.000,0
158,2.107,0.000,0
159,2.050,0.000,0
160,2.113,0.000,0
161,2.133,0.000,0
162,2.245,0.000,0
163,2.257,0.000,0
164,2.283,0.000,0
165,2.192,0.000,0
166,2.102,0.000,0
167,2.171,0.000,0
168,2.182,0.000,0
169,2.173,0.000,0
170,1.764,0.000,0
171,1.820,0.000,0
172,1.800,0.000,0
173,1.796,0.000,0
174,1.874,0.000,0
175,1.981,0.000,0
176,2.023,0.000,0
177,1.996,0.000,0
178,1.892,0.000,0
179,1.832,0.000,0
180,1.823,0.000,0
181,1.904,0.000,0
182,2.032,0.000,0
183,2.076,0.000,0
184,2.045,0.000,0
185,2.010,0.000,0
186,1.797,0.000,0
187,1.805,0.000,0
188,1.876,0.000,0
189,2.034,0.000,0
190,2.112,0.000,0
191,2.095,0.000,0
192,2.044,0.000,0
193,2.013,0.000,0
194,1.801,0.000,0
195,1.825,0.000,0
196,2.045,0.000,0
197,2.130,0.000,0
198,2.157,0.000,0
199,2.091,0.000,0
200,2.044,0.000,0
201,2.009,0.000,0
202,1.796,0.000,0
203,2.153,0.000,0
204,2.280,0.000,0
205,2.326,0.000,0
206,2.291,0.000,0
207,2.205,0.000,0
208,2.147,0.000,0
209,2.104,0.000,0
210,1.964,0.000,0
211,1.983,0.000,0
212,1.905,0.000,0
213,1.880,0.000,0
214,1.858,0.000,0
215,1.849,0.000,0
216,1.841,0.000,0
217,1.835,0.000,0
218,2.000,0.000,0
219,1.891,0.000,0
220,1.856,0.000,0
221,1.841,0.000,0
222,1.827,0.000,0
223,1.818,0.000,0
224,1.811,0.000,0
225,1.818,0.000,0
226,1.775,0.000,0
227,1.786,0.000,0
228,1.782,0.000,0
229,1.780,0.000,0
230,1.782,0.000,0
231,1.777,0.000,0
232,1.752,0.000,0
233,1.776,0.000,0
234,1.779,0.000,0
235,1.784,0.000,0
236,1.775,0.000,0
237,1.774,0.000,0
238,1.762,0.000,0
239,1.737,0.000,0
240,1.773,0.000,0
241,1.771,0.000,0
242,1.773,0.000,0
243,1.769,0.000,0
244,1.766,0.000,0
245,1.758,0.000,0
246,1.712,0.000,0
247,1.749,0.000,0
248,1.751,0.000,0
249,1.751,0.000,0
250,1.756,0.000,0
251,1.767,0.000,0
252,1.766,0.000,0
253,1.697,0.000,0
254,1.749,0.000,0
255,1.753,0.000,0
256,1.752,0.000,0
257,1.753,0.000,0
258,1.749,0.000,0
259,1.748,0.000,0
260,1.749,0.000,0
261,1.727,0.000,0
262,1.775,0.000,0
263,1.774,0.000,0
264,1.769,0.000,0
265,1.771,0.000,0
266,1.745,0.000,0
267,1.752,0.000,0
268,1.702,0.000,0
269,1.762,0.000,0
270,1.760,0.000,0
271,1.762,0.000,0
272,1.763,0.000,0
273,1.760,0.000,0
274,1.777,0.000,0
275,1.786,0.000,0
276,1.936,0.000,0
277,1.890,0.000,0
278,1.860,0.000,0
279,1.841,0.000,0
280,1.826,0.000,0
281,1.813,0.000,0
282,1.753,0.000,0
283,1.951,0.000,0
284,1.998,0.000,0
285,1.942,0.000,0
286,1.907,0.000,0
287,1.882,0.000,0
288,1.866,0.000,0
289,1.850,0.000,0
290,1.919,0.000,0
291,2.205,0.000,0
292,2.117,0.000,0
293,2.027,0.000,0
294,1.973,0.000,0
295,1.934,0.000,0
296,1.907,0.000,0
297,1.886,0.000,0
298,2.440,0.000,0
299,2.361,0.000,0
300,2.160,0.000,0
301,2.063,0.000,0
302,2.006,0.000,0
303,1.965,0.000,0
304,1.933,0.000,0
305,1.952,0.000,0
306,2.511,0.000,0
307,2.398,0.000,0
308,2.203,0.000,0
309,2.095,0.000,0
310,2.030,0.000,0
311,1.992,0.000,0
312,1.970,0.000,0
313,2.038,0.000,0
314,2.391,0.000,0
315,2.327,0.000,0
316,2.140,0.000,0
317,2.044,0.000,0
318,1.987,0.000,0
319,1.954,0.000,0
320,2.033,0.000,0
321,2.082,0.000,0
322,2.421,0.000,0
323,2.281,0.000,0
324,2.099,0.000,0
325,2.014,0.000,0
326,1.968,0.000,0
327,1.987,0.000,0
328,2.068,0.000,0
329,2.118,0.000,0
330,2.577,0.000,0
331,2.278,0.000,0
332,2.095,0.000,0
333,2.020,0.000,0
334,1.995,0.000,0
335,2.095,0.000,0
336,2.166,0.000,0
337,2.210,0.000,0
338,2.340,0.000,0
339,2.145,0.000,0
340,2.026,0.000,0
341,1.955,0.000,0
342,2.061,0.000,0
343,2.092,0.000,0
344,2.118,0.000,0
345,2.132,0.000,0
346,1.861,0.000,0
347,1.820,0.000,0
348,1.807,0.000,0
349,1.978,0.000,0
350,2.061,0.000,0
351,2.094,0.000,0
352,2.116,0.000,0
353,2.100,0.000,0
354,1.773,0.000,0
355,1.781,0.000,0
356,1.903,0.000,0
357,2.058,0.000,0
358,2.135,0.000,0
359,2.153,0.000,0
360,2.145,0.000,0
361,2.099,0.000,0
362,1.765,0.000,0
363,1.779,0.000,0
364,1.837,0.000,0
365,1.819,0.000,0
366,1.813,0.000,0
367,1.802,0.000,0
368,1.800,0.000,0
369,1.772,0.000,0
370,1.520,0.000,0
371,1.615,0.000,0
372,1.697,0.000,0
373,1.710,0.000,0
374,1.720,0.000,0
375,1.687,0.000,0
376,1.663,0.000,0
377,1.644,0.000,0
378,1.567,0.000,0
379,1.768,0.000,0
380,1.765,0.000,0
381,1.722,0.000,0
382,1.682,0.000,0
383,1.651,0.000,0
384,1.630,0.000,0
385,1.613,0.000,0
386,2.001,0.000,0
387,1.842,0.000,0
388,1.730,0.000,0
389,1.680,0.000,0
390,1.648,0.000,0
391,1.630,0.000,0
392,1.612,0.000,0
393,1.629,0.000,0
394,1.740,0.000,0
395,1.625,0.000,0
396,1.591,0.000,0
397,1.568,0.000,0
398,1.555,0.000,0
399,1.550,0.000,0
400,1.555,0.000,0
401,1.580,0.000,0
402,1.531,0.000,0
403,1.515,0.000,0
404,1.507,0.000,0
405,1.512,0.000,0
406,1.508,0.000,0
407,1.518,0.000,0
408,1.557,0.000,0
409,1.553,0.000,0
410,1.523,0.000,0
411,1.526,0.000,0
412,1.518,0.000,0
413,1.517,0.000,0
414,1.518,0.000,0
415,1.593,0.000,0
416,1.585,0.000,0
417,1.576,0.000,0
418,1.498,0.000,0
419,1.507,0.000,0
420,1.506,0.000,0
421,1.511,0.000,0
422,1.545,0.000,0
423,1.616,0.000,0
424,1.604,0.000,0
425,1.590,0.000,0
426,1.496,0.000,0
427,1.496,0.000,0
428,1.504,0.000,0
429,1.506,0.000,0
430,1.597,0.000,0
431,1.616,0.000,0
432,1.607,0.000,0
433,1.595,0.000,0
434,1.510,0.000,0
435,1.518,0.000,0
436,1.521,0.000,0
437,1.626,0.000,0
438,1.651,0.000,0
439,1.671,0.000,0
440,1.651,0.000,0
441,1.632,0.000,0
442,1.522,0.000,0
443,1.523,0.000,0
444,1.661,0.000,0
445,1.687,0.000,0
446,1.705,0.000,0
447,1.714,0.000,0
448,1.718,0.000,0
449,1.693,0.000,0
450,1.518,0.000,0
451,1.757,0.000,0
452,1.761,0.000,0
453,1.760,0.000,0
454,1.760,0.000,0
455,1.764,0.000,0
456,1.762,0.000,0
457,1.741,0.000,0
458,1.875,0.000,0
459,1.877,0.000,0
460,1.835,0.000,0
461,1.816,0.000,0
462,1.807,0.000,0
463,1.797,0.000,0
464,1.794,0.000,0
465,1.816,0.000,0
466,2.412,0.000,0
467,2.094,0.000,0
468,1.989,0.000,0
469,1.938,0.000,0
470,1.902,0.000,0
471,1.882,0.000,0
472,1.864,0.000,0
473,1.945,0.000,0
474,2.396,0.000,0
475,2.119,0.000,0
476,1.999,0.000,0
477,1.936,0.000,0
478,1.908,0.000,0
479,1.889,0.000,0
480,1.975,0.000,0
481,2.034,0.000,0
482,2.279,0.000,0
483,2.100,0.000,0
484,2.036,0.000,0
485,1.968,0.000,0
486,1.924,0.000,0
487,2.029,0.000,0
488,2.097,0.000,0
489,2.113,0.000,0
490,2.276,0.000,0
491,2.143,0.000,0
492,2.013,0.000,0
493,1.954,0.000,0
494,2.073,0.000,0
495,2.105,0.000,0
496,2.130,0.000,0
497,2.145,0.000,0
498,2.101,0.000,0
499,1.931,0.000,0
500,2.129,0.000,0
501,2.160,0.000,0
502,2.182,0.000,0
503,2.196,0.000,0
504,2.213,0.000,0
505,2.215,0.000,0
506,2.063,0.000,0
507,2.164,0.000,0
508,2.314,0.000,0
509,2.283,0.000,0
510,2.178,0.000,0
511,2.106,0.000,0
512,2.059,0.000,0
513,2.024,0.000,0
514,2.272,0.000,0
515,2.380,0.000,0
516,2.288,0.000,0
517,2.163,0.000,0
518,2.079,0.000,0
519,2.029,0.000,0
520,1.990,0.000,0
521,2.057,0.000,0
522,2.467,0.000,0
523,2.170,0.000,0
524,2.040,0.000,0
525,1.975,0.000,0
526,1.936,0.000,0
527,1.906,0.000,0
528,1.991,0.000,0
529,2.042,0.000,0
530,1.983,0.000,0
531,1.884,0.000,0
532,1.877,0.000,0
533,1.850,0.000,0
534,1.834,0.000,0
535,1.946,0.000,0
536,1.998,0.000,0
537,1.970,0.000,0
538,1.755,0.000,0
539,1.762,0.000,0
540,1.770,0.000,0
541,1.811,0.000,0
542,1.948,0.000,0
543,1.987,0.000,0
544,1.954,0.000,0
545,1.933,0.000,0
546,1.780,0.000,0
547,1.784,0.000,0
548,1.829,0.000,0
549,2.001,0.000,0
550,2.115,0.000,0
551,2.122,0.000,0
552,2.066,0.000,0
553,2.030,0.000,0
554,1.779,0.000,0
555,1.779,0.000,0
556,2.028,0.000,0
557,2.130,0.000,0
558,2.157,0.000,0
559,2.081,0.000,0
560,2.053,0.000,0
561,2.019,0.000,0
562,1.767,0.000,0
563,1.971,0.000,0
564,2.169,0.000,0
565,2.177,0.000,0
566,2.090,0.000,0
567,2.039,0.000,0
568,2.000,0.000,0
569,1.971,0.000,0
570,1.956,0.000,0
571,2.236,0.000,0
572,2.282,0.000,0
573,2.249,0.000,0
574,2.157,0.000,0
575,2.097,0.000,0
576,2.049,0.000,0
577,2.014,0.000,0
578,2.484,0.000,0
579,2.487,0.000,0
580,2.450,0.000,0
581,2.296,0.000,0
582,2.190,0.000,0
583,2.120,0.000,0
584,2.071,0.000,0
585,2.125,0.000,0
586,2.269,0.000,0
587,2.256,0.000,0
588,2.112,0.000,0
589,2.022,0.000,0
590,1.973,0.000,0
591,1.940,0.000,0
592,2.028,0.000,0
593,2.059,0.000,0
594,2.500,0.000,0
595,2.287,0.000,0
596,2.111,0.000,0
597,2.029,0.000,0
598,1.977,0.000,0
599,2.069,0.000,0
600,2.126,0.000,0
601,2.163,0.000,0
602,2.297,0.000,0
603,2.069,0.000,0
604,1.970,0.000,0
605,1.921,0.000,0
606,1.974,0.000,0
607,2.065,0.000,0
608,2.091,0.000,0
609,2.108,0.000,0
610,1.999,0.000,0
611,1.872,0.000,0
612,1.839,0.000,0
613,1.884,0.000,0
614,2.016,0.000,0
615,2.077,0.000,0
616,2.043,0.000,0
617,2.012,0.000,0
618,1.775,0.000,0
619,1.770,0.000,0
620,1.792,0.000,0
621,1.976,0.000,0
622,2.067,0.000,0
623,2.049,0.000,0
624,2.008,0.000,0
625,1.976,0.000,0
626,1.770,0.000,0
627,1.774,0.000,0
628,2.034,0.000,0
629,2.165,0.000,0
630,2.176,0.000,0
631,2.124,0.000,0
632,2.076,0.000,0
633,2.037,0.000,0
634,1.786,0.000,0
635,1.843,0.000,0
636,2.012,0.000,0
637,1.987,0.000,0
638,1.943,0.000,0
639,1.921,0.000,0
640,1.904,0.000,0
641,1.892,0.000,0
642,1.760,0.000,0
643,1.866,0.000,0
644,1.895,0.000,0
645,1.851,0.000,0
646,1.839,0.000,0
647,1.818,0.000,0
648,1.810,0.000,0
649,1.809,0.000,0
650,1.811,0.000,0
651,1.902,0.000,0
652,1.863,0.000,0
653,1.851,0.000,0
654,1.842,0.000,0
655,1.838,0.000,0
656,1.829,0.000,0
657,1.823,0.000,0
658,1.782,0.000,0
659,1.897,0.000,0
660,1.863,0.000,0
661,1.842,0.000,0
662,1.828,0.000,0
663,1.820,0.000,0
664,1.815,0.000,0
665,1.788,0.000,0
666,1.962,0.000,0
667,1.865,0.000,0
668,1.842,0.000,0
669,1.828,0.000,0
670,1.817,0.000,0
671,1.810,0.000,0
672,1.806,0.000,0
673,1.780,0.000,0
674,1.967,0.000,0
675,1.879,0.000,0
676,1.841,0.000,0
677,1.824,0.000,0
678,1.818,0.000,0
679,1.815,0.000,0
680,1.772,0.000,0
681,1.802,0.000,0
682,1.775,0.000,0
683,1.773,0.000,0
684,1.778,0.000,0
685,1.776,0.000,0
686,1.774,0.000,0
687,1.776,0.000,0
688,1.747,0.000,0
689,1.773,0.000,0
690,1.800,0.000,0
691,1.779,0.000,0
692,1.782,0.000,0
693,1.779,0.000,0
694,1.783,0.000,0
695,1.745,0.000,0
696,1.785,0.000,0
697,1.783,0.000,0
698,1.773,0.000,0
699,1.775,0.000,0
700,1.775,0.000,0
701,1.784,0.000,0
702,1.783,0.000,0
703,1.759,0.000,0
704,1.791,0.000,0
705,1.792,0.000,0
706,1.781,0.000,0
707,1.792,0.000,0
708,1.795,0.000,0
709,1.796,0.000,0
710,1.807,0.000,0
711,1.847,0.000,0
712,1.833,0.000,0
713,1.830,0.000,0
714,1.793,0.000,0
715,1.798,0.000,0
716,1.801,0.000,0
717,1.797,0.000,0
718,1.828,0.000,0
719,1.848,0.000,0
720,1.842,0.000,0
721,1.838,0.000,0
722,1.795,0.000,0
723,1.790,0.000,0
724,1.797,0.000,0
725,1.807,0.000,0
726,1.899,0.000,0
727,1.893,0.000,0
728,1.877,0.000,0
729,1.868,0.000,0
730,1.801,0.000,0
731,1.807,0.000,0
732,1.806,0.000,0
733,1.844,0.000,0
734,1.926,0.000,0
735,1.900,0.000,0
736,1.888,0.000,0
737,1.875,0.000,0
738,1.785,0.000,0
739,1.795,0.000,0
740,1.789,0.000,0
741,1.870,0.000,0
742,1.933,0.000,0
743,1.905,0.000,0
744,1.886,0.000,0
745,1.873,0.000,0
746,1.805,0.000,0
747,1.804,0.000,0
748,1.804,0.000,0
749,1.987,0.000,0
750,2.023,0.000,0
751,1.979,0.000,0
752,1.953,0.000,0
753,1.944,0.000,0
754,1.788,0.000,0
755,1.789,0.000,0
756,1.851,0.000,0
757,2.017,0.000,0
758,2.051,0.000,0
759,2.005,0.000,0
760,1.976,0.000,0
761,1.954,0.000,0
762,1.790,0.000,0
763,1.793,0.000,0
764,1.938,0.000,0
765,2.105,0.000,0
766,2.130,0.000,0
767,2.083,0.000,0
768,2.043,0.000,0
769,2.008,0.000,0
770,1.803,0.000,0
771,1.819,0.000,0
772,2.040,0.000,0
773,2.132,0.000,0
774,2.081,0.000,0
775,2.028,0.000,0
776,1.993,0.000,0
777,1.970,0.000,0
778,1.806,0.000,0
779,1.877,0.000,0
780,2.088,0.000,0
781,2.105,0.000,0
782,2.037,0.000,0
783,2.000,0.000,0
784,1.973,0.000,0
785,1.951,0.000,0
786,1.784,0.000,0
787,2.203,0.000,0
788,2.379,0.000,0
789,2.325,0.000,0
790,2.215,0.000,0
791,2.148,0.000,0
792,2.097,0.000,0
793,2.062,0.000,0
794,1.794,0.000,0
795,1.898,0.000,0
796,1.857,0.000,0
797,1.839,0.000,0
798,1.828,0.000,0
799,1.797,0.000,0
800,1.761,0.000,0
801,1.730,0.000,0
802,1.693,0.000,0
803,1.851,0.000,0
804,1.836,0.000,0
805,1.823,0.000,0
806,1.763,0.000,0
807,1.726,0.000,0
808,1.703,0.000,0
809,1.680,0.000,0
810,1.791,0.000,0
811,1.781,0.000,0
812,1.739,0.000,0
813,1.692,0.000,0
814,1.661,0.000,0
815,1.640,0.000,0
816,1.625,0.000,0
817,1.614,0.000,0
818,1.982,0.000,0
819,1.850,0.000,0
820,1.739,0.000,0
821,1.686,0.000,0
822,1.671,0.000,0
823,1.649,0.000,0
824,1.632,0.000,0
825,1.637,0.000,0
826,1.961,0.000,0
827,1.739,0.000,0
828,1.665,0.000,0
829,1.636,0.000,0
830,1.621,0.000,0
831,1.606,0.000,0
832,1.598,0.000,0
833,1.619,0.000,0
834,1.725,0.000,0
835,1.624,0.000,0
836,1.589,0.000,0
837,1.589,0.000,0
838,1.580,0.000,0
839,1.577,0.000,0
840,1.583,0.000,0
841,1.628,0.000,0
842,1.543,0.000,0
843,1.533,0.000,0
844,1.541,0.000,0
845,1.542,0.000,0
846,1.540,0.000,0
847,1.542,0.000,0
848,1.610,0.000,0
849,1.623,0.000,0
850,1.552,0.000,0
851,1.545,0.000,0
852,1.544,0.000,0
853,1.548,0.000,0
854,1.546,0.000,0
855,1.575,0.000,0
856,1.633,0.000,0
857,1.642,0.000,0
858,1.555,0.000,0
859,1.551,0.000,0
860,1.552,0.000,0
861,1.545,0.000,0
862,1.556,0.000,0
863,1.635,0.000,0
864,1.654,0.000,0
865,1.670,0.000,0
866,1.525,0.000,0
867,1.520,0.000,0
868,1.514,0.000,0
869,1.518,0.000,0
870,1.570,0.000,0
871,1.602,0.000,0
872,1.628,0.000,0
873,1.648,0.000,0
874,1.649,0.000,0
875,1.595,0.000,0
876,1.573,0.000,0
877,1.567,0.000,0
878,1.643,0.000,0
879,1.667,0.000,0
880,1.683,0.000,0
881,1.693,0.000,0
882,1.580,0.000,0
883,1.550,0.000,0
884,1.545,0.000,0
885,1.586,0.000,0
886,1.664,0.000,0
887,1.684,0.000,0
888,1.700,0.000,0
889,1.712,0.000,0
890,1.766,0.000,0
891,1.713,0.000,0
892,1.652,0.000,0
893,1.739,0.000,0
894,1.745,0.000,0
895,1.748,0.000,0
896,1.750,0.000,0
897,1.755,0.000,0
898,1.775,0.000,0
899,1.769,0.000,0
900,1.728,0.000,0
901,1.795,0.000,0
902,1.786,0.000,0
903,1.784,0.000,0
904,1.781,0.000,0
905,1.783,0.000,0
906,1.761,0.000,0
907,1.770,0.000,0
908,1.902,0.000,0
909,1.954,0.000,0
910,1.920,0.000,0
911,1.899,0.000,0
912,1.880,0.000,0
913,1.868,0.000,0
914,1.806,0.000,0
915,1.800,0.000,0
916,2.033,0.000,0
917,2.118,0.000,0
918,2.065,0.000,0
919,2.016,0.000,0
920,1.984,0.000,0
921,1.961,0.000,0
922,1.792,0.000,0
923,1.789,0.000,0
924,1.858,0.000,0
925,1.837,0.000,0
926,1.823,0.000,0
927,1.818,0.000,0
928,1.815,0.000,0
929,1.806,0.000,0
930,1.518,0.000,0
931,1.539,0.000,0
932,1.688,0.000,0
933,1.714,0.000,0
934,1.730,0.000,0
935,1.738,0.000,0
936,1.741,0.000,0
937,1.714,0.000,0
938,1.520,0.000,0
939,1.586,0.000,0
940,1.723,0.000,0
941,1.741,0.000,0
942,1.750,0.000,0
943,1.752,0.000,0
944,1.747,0.000,0
945,1.717,0.000,0
946,1.530,0.000,0
947,1.638,0.000,0
948,1.722,0.000,0
949,1.737,0.000,0
950,1.742,0.000,0
951,1.751,0.000,0
952,1.735,0.000,0
953,1.707,0.000,0
954,1.513,0.000,0
955,1.750,0.000,0
956,1.766,0.000,0
957,1.771,0.000,0
958,1.772,0.000,0
959,1.768,0.000,0
960,1.735,0.000,0
961,1.708,0.000,0
962,1.690,0.000,0
963,1.834,0.000,0
964,1.811,0.000,0
965,1.808,0.000,0
966,1.807,0.000,0
967,1.804,0.000,0
968,1.763,0.000,0
969,1.735,0.000,0
970,1.999,0.000,0
971,1.895,0.000,0
972,1.866,0.000,0
973,1.848,0.000,0
974,1.841,0.000,0
975,1.828,0.000,0
976,1.784,0.000,0
977,1.784,0.000,0
978,1.769,0.000,0
979,1.776,0.000,0
980,1.780,0.000,0
981,1.781,0.000,0
982,1.782,0.000,0
983,1.771,0.000,0
984,1.771,0.000,0
985,1.771,0.000,0
986,1.790,0.000,0
987,1.774,0.000,0
988,1.788,0.000,0
989,1.782,0.000,0
990,1.776,0.000,0
991,1.871,0.000,0
992,1.857,0.000,0
993,1.847,0.000,0
994,1.764,0.000,0
995,1.774,0.000,0
996,1.777,0.000,0
997,1.788,0.000,0
998,1.926,0.000,0
999,1.961,0.000,0
1000,1.933,0.000,0
1001,1.910,0.000,0
1002,1.762,0.000,0
1003,1.769,0.000,0
1004,1.778,0.000,0
1005,1.953,0.000,0
1006,2.053,0.000,0
1007,2.080,0.000,0
1008,2.038,0.000,0
1009,2.004,0.000,0
1010,1.773,0.000,0
1011,1.767,0.000,0
1012,1.857,0.000,0
1013,2.019,0.000,0
1014,2.068,0.000,0
1015,2.106,0.000,0
1016,2.079,0.000,0
1017,2.040,0.000,0
1018,1.785,0.000,0
1019,1.773,0.000,0
1020,1.972,0.000,0
1021,1.963,0.000,0
1022,1.926,0.000,0
1023,1.902,0.000,0
1024,1.885,0.000,0
1025,1.872,0.000,0
1026,1.792,0.000,0
1027,1.805,0.000,0
1028,1.865,0.000,0
1029,1.835,0.000,0
1030,1.825,0.000,0
1031,1.812,0.000,0
1032,1.808,0.000,0
1033,1.805,0.000,0
1034,1.756,0.000,0
1035,1.867,0.000,0
1036,1.893,0.000,0
1037,1.862,0.000,0
1038,1.847,0.000,0
1039,1.832,0.000,0
1040,1.823,0.000,0
1041,1.818,0.000,0
1042,1.828,0.000,0
1043,1.916,0.000,0
1044,1.873,0.000,0
1045,1.853,0.000,0
1046,1.841,0.000,0
1047,1.828,0.000,0
1048,1.819,0.000,0
1049,1.817,0.000,0
1050,1.992,0.000,0
1051,1.877,0.000,0
1052,1.850,0.000,0
1053,1.836,0.000,0
1054,1.830,0.000,0
1055,1.821,0.000,0
1056,1.814,0.000,0
1057,1.841,0.000,0
1058,2.023,0.000,0
1059,1.898,0.000,0
1060,1.858,0.000,0
1061,1.839,0.000,0
1062,1.822,0.000,0
1063,1.810,0.000,0
1064,1.806,0.000,0
1065,1.884,0.000,0
1066,1.868,0.000,0
1067,1.790,0.000,0
1068,1.779,0.000,0
1069,1.779,0.000,0
1070,1.779,0.000,0
1071,1.776,0.000,0
1072,1.811,0.000,0
1073,1.867,0.000,0
1074,1.746,0.000,0
1075,1.750,0.000,0
1076,1.748,0.000,0
1077,1.753,0.000,0
1078,1.754,0.000,0
1079,1.753,0.000,0
1080,1.818,0.000,0
1081,1.877,0.000,0
1082,1.834,0.000,0
1083,1.798,0.000,0
1084,1.792,0.000,0
1085,1.788,0.000,0
1086,1.785,0.000,0
1087,1.781,0.000,0
1088,1.886,0.000,0
1089,1.926,0.000,0
1090,1.856,0.000,0
1091,1.822,0.000,0
1092,1.804,0.000,0
1093,1.799,0.000,0
1094,1.795,0.000,0
1095,1.802,0.000,0
1096,1.896,0.000,0
1097,1.891,0.000,0
1098,1.756,0.000,0
1099,1.765,0.000,0
1100,1.770,0.000,0
1101,1.773,0.000,0
1102,1.775,0.000,0
1103,1.840,0.000,0
1104,1.914,0.000,0
1105,1.895,0.000,0
1106,1.756,0.000,0
1107,1.753,0.000,0
1108,1.765,0.000,0
1109,1.761,0.000,0
1110,1.799,0.000,0
1111,1.915,0.000,0
1112,1.972,0.000,0
1113,1.956,0.000,0
1114,1.790,0.000,0
1115,1.785,0.000,0
1116,1.781,0.000,0
1117,1.785,0.000,0
1118,1.924,0.000,0
1119,2.021,0.000,0
1120,2.040,0.000,0
1121,2.006,0.000,0
1122,1.781,0.000,0
1123,1.779,0.000,0
1124,1.775,0.000,0
1125,1.820,0.000,0
1126,1.957,0.000,0
1127,2.052,0.000,0
1128,2.069,0.000,0
1129,2.031,0.000,0
1130,1.809,0.000,0
1131,1.784,0.000,0
1132,1.775,0.000,0
1133,1.855,0.000,0
1134,1.988,0.000,0
1135,2.060,0.000,0
1136,2.065,0.000,0
1137,2.028,0.000,0
1138,1.788,0.000,0
1139,1.777,0.000,0
1140,1.776,0.000,0
1141,1.956,0.000,0
1142,1.981,0.000,0
1143,1.943,0.000,0
1144,1.917,0.000,0
1145,1.897,0.000,0
1146,1.761,0.000,0
1147,1.758,0.000,0
1148,1.798,0.000,0
1149,1.929,0.000,0
1150,1.895,0.000,0
1151,1.876,0.000,0
1152,1.865,0.000,0
1153,1.851,0.000,0
1154,1.788,0.000,0
1155,1.779,0.000,0
1156,1.844,0.000,0
1157,1.957,0.000,0
1158,1.940,0.000,0
1159,1.910,0.000,0
1160,1.893,0.000,0
1161,1.877,0.000,0
1162,1.786,0.000,0
1163,1.782,0.000,0
1164,1.899,0.000,0
1165,1.909,0.000,0
1166,1.881,0.000,0
1167,1.864,0.000,0
