# StainedGlass Shader Profiler
# ShaderMode: Hybrid
# BoidCount: 250
# RecordingDuration_s: 30
# GPU: Apple M2
# CPU: Apple M2
# RAM_MB: 16384
# UnityVersion: 6000.3.8f1
# Recorded: 2026-05-07 14:46:56
Frame,PhaseTime_s,GPU_ms,RenderThread_ms,BoidCount,ShaderMode
31,0.0143,3.983,0.000,250,Hybrid
32,0.0232,3.983,0.000,250,Hybrid
33,0.0312,3.993,0.000,250,Hybrid
34,0.0392,3.987,0.000,250,Hybrid
35,0.0476,4.114,0.000,250,Hybrid
36,0.0554,4.077,0.000,250,Hybrid
37,0.0644,4.123,0.000,250,Hybrid
38,0.0742,4.103,0.000,250,Hybrid
39,0.0828,4.117,0.000,250,Hybrid
40,0.0911,4.101,0.000,250,Hybrid
41,0.0988,4.327,0.000,250,Hybrid
42,0.1073,4.152,0.000,250,Hybrid
43,0.1154,4.204,0.000,250,Hybrid
44,0.1240,4.150,0.000,250,Hybrid
45,0.1323,4.183,0.000,250,Hybrid
46,0.1410,3.501,0.000,250,Hybrid
47,0.1488,4.297,0.000,250,Hybrid
48,0.1566,4.254,0.000,250,Hybrid
49,0.1649,4.354,0.000,250,Hybrid
50,0.1728,4.169,0.000,250,Hybrid
51,0.1822,4.214,0.000,250,Hybrid
52,0.1907,4.154,0.000,250,Hybrid
53,0.1988,4.192,0.000,250,Hybrid
54,0.2070,4.163,0.000,250,Hybrid
55,0.2147,4.188,0.000,250,Hybrid
56,0.2228,4.162,0.000,250,Hybrid
57,0.2308,4.345,0.000,250,Hybrid
58,0.2386,4.168,0.000,250,Hybrid
59,0.2467,4.220,0.000,250,Hybrid
60,0.2542,4.160,0.000,250,Hybrid
61,0.2624,4.195,0.000,250,Hybrid
62,0.2702,4.162,0.000,250,Hybrid
63,0.2779,4.139,0.000,250,Hybrid
64,0.2864,4.115,0.000,250,Hybrid
65,0.2942,3.959,0.000,250,Hybrid
66,0.3025,3.958,0.000,250,Hybrid
67,0.3111,3.960,0.000,250,Hybrid
68,0.3190,3.957,0.000,250,Hybrid
69,0.3284,3.955,0.000,250,Hybrid
70,0.3361,3.952,0.000,250,Hybrid
71,0.3441,3.952,0.000,250,Hybrid
72,0.3514,3.950,0.000,250,Hybrid
73,0.3585,3.949,0.000,250,Hybrid
74,0.3662,3.950,0.000,250,Hybrid
75,0.3734,3.961,0.000,250,Hybrid
76,0.3810,4.037,0.000,250,Hybrid
77,0.3883,4.056,0.000,250,Hybrid
78,0.3954,4.094,0.000,250,Hybrid
79,0.4030,4.075,0.000,250,Hybrid
80,0.4107,4.101,0.000,250,Hybrid
81,0.4179,3.989,0.000,250,Hybrid
82,0.4254,3.966,0.000,250,Hybrid
83,0.4327,3.972,0.000,250,Hybrid
84,0.4398,3.969,0.000,250,Hybrid
85,0.4473,4.039,0.000,250,Hybrid
86,0.4545,4.030,0.000,250,Hybrid
87,0.4622,4.069,0.000,250,Hybrid
88,0.4695,4.055,0.000,250,Hybrid
89,0.4767,3.981,0.000,250,Hybrid
90,0.4843,3.970,0.000,250,Hybrid
91,0.4915,3.968,0.000,250,Hybrid
92,0.4986,3.974,0.000,250,Hybrid
93,0.5062,3.972,0.000,250,Hybrid
94,0.5134,4.025,0.000,250,Hybrid
95,0.5210,4.019,0.000,250,Hybrid
96,0.5281,4.055,0.000,250,Hybrid
97,0.5354,3.968,0.000,250,Hybrid
98,0.5436,3.961,0.000,250,Hybrid
99,0.5517,3.973,0.000,250,Hybrid
100,0.5598,3.974,0.000,250,Hybrid
101,0.5683,3.974,0.000,250,Hybrid
102,0.5764,3.969,0.000,250,Hybrid
103,0.5851,3.967,0.000,250,Hybrid
104,0.5934,3.965,0.000,250,Hybrid
105,0.6020,3.970,0.000,250,Hybrid
106,0.6111,3.958,0.000,250,Hybrid
107,0.6191,3.958,0.000,250,Hybrid
108,0.6276,3.958,0.000,250,Hybrid
109,0.6354,3.967,0.000,250,Hybrid
110,0.6432,3.973,0.000,250,Hybrid
111,0.6506,3.979,0.000,250,Hybrid
112,0.6580,3.980,0.000,250,Hybrid
113,0.6661,4.973,0.000,250,Hybrid
114,0.6736,4.481,0.000,250,Hybrid
115,0.6815,4.443,0.000,250,Hybrid
116,0.6890,4.328,0.000,250,Hybrid
117,0.6966,4.331,0.000,250,Hybrid
118,0.7109,4.277,0.000,250,Hybrid
123,25.8381,0.793,0.000,250,Hybrid
124,25.8469,2.572,0.000,250,Hybrid
125,25.8558,2.779,0.000,250,Hybrid
126,25.8643,2.980,0.000,250,Hybrid
127,25.8730,4.015,0.000,250,Hybrid
128,25.8819,4.166,0.000,250,Hybrid
129,25.8912,4.113,0.000,250,Hybrid
130,25.9011,4.161,0.000,250,Hybrid
131,25.9110,4.127,0.000,250,Hybrid
132,25.9210,4.141,0.000,250,Hybrid
133,25.9306,4.119,0.000,250,Hybrid
134,25.9406,4.102,0.000,250,Hybrid
135,25.9533,4.003,0.000,250,Hybrid
136,25.9737,3.990,0.000,250,Hybrid
137,25.9847,4.105,0.000,250,Hybrid
138,25.9974,4.070,0.000,250,Hybrid
139,26.0062,3.276,0.000,250,Hybrid
140,26.0156,5.413,0.000,250,Hybrid
141,26.0238,4.655,0.000,250,Hybrid
142,26.0326,6.276,0.000,250,Hybrid
143,26.0406,3.965,0.000,250,Hybrid
144,26.0488,4.239,0.000,250,Hybrid
145,26.0573,4.200,0.000,250,Hybrid
146,26.0657,4.218,0.000,250,Hybrid
147,26.0745,4.200,0.000,250,Hybrid
148,26.0829,4.215,0.000,250,Hybrid
149,26.0912,4.181,0.000,250,Hybrid
150,26.1001,4.186,0.000,250,Hybrid
151,26.1081,3.945,0.000,250,Hybrid
152,26.1166,4.040,0.000,250,Hybrid
153,26.1246,4.016,0.000,250,Hybrid
154,26.1335,4.082,0.000,250,Hybrid
155,26.1417,4.051,0.000,250,Hybrid
156,26.1500,4.084,0.000,250,Hybrid
157,26.1587,4.065,0.000,250,Hybrid
158,26.1670,4.087,0.000,250,Hybrid
159,26.1755,3.937,0.000,250,Hybrid
160,26.1838,4.090,0.000,250,Hybrid
161,26.1918,4.032,0.000,250,Hybrid
162,26.2005,4.087,0.000,250,Hybrid
163,26.2115,4.056,0.000,250,Hybrid
164,26.2234,4.088,0.000,250,Hybrid
165,26.2324,4.069,0.000,250,Hybrid
166,26.2446,4.095,0.000,250,Hybrid
167,26.2539,0.101,0.000,250,Hybrid
168,26.2649,8.326,0.000,250,Hybrid
169,26.2774,5.850,0.000,250,Hybrid
170,26.2859,6.381,0.000,250,Hybrid
171,26.2948,5.239,0.000,250,Hybrid
172,26.3033,4.994,0.000,250,Hybrid
173,26.3117,6.735,0.000,250,Hybrid
174,26.3205,6.384,0.000,250,Hybrid
175,26.3290,3.933,0.000,250,Hybrid
176,26.3380,3.934,0.000,250,Hybrid
177,26.3465,3.949,0.000,250,Hybrid
178,26.3553,3.943,0.000,250,Hybrid
179,26.3635,3.948,0.000,250,Hybrid
180,26.3718,3.949,0.000,250,Hybrid
181,26.3805,4.000,0.000,250,Hybrid
182,26.3890,3.994,0.000,250,Hybrid
183,26.3978,4.260,0.000,250,Hybrid
184,26.4063,4.093,0.000,250,Hybrid
185,26.4152,4.163,0.000,250,Hybrid
186,26.4236,4.105,0.000,250,Hybrid
187,26.4325,4.144,0.000,250,Hybrid
188,26.4408,4.124,0.000,250,Hybrid
